Thumb,IndexFinger,MiddleFinger,RingFinger,LittleFinger,accelerometer_x,accelerometer_y,accelerometer_z,temperature,gyro_x,gyro_y,gyro_z,Gesture
432,488,497,453,444,9308,3124,14532,29.61,-796,213,-653,6
433,488,497,454,444,8756,3384,14828,29.57,-425,-350,-139,6
435,488,497,454,444,8820,3324,14848,29.66,-673,-328,170,6
435,488,497,453,445,8612,3516,15088,29.66,-461,-145,1055,6
435,488,496,453,444,9352,3848,14208,29.71,-995,444,-345,6
435,488,496,453,444,9064,2704,15112,29.61,-669,-155,72,6
435,488,496,453,444,8892,2912,15072,29.61,-664,-176,22,6
435,487,496,453,444,8756,3236,15044,29.75,-592,259,-105,6
435,487,496,453,444,9040,3136,14876,29.66,-716,-247,-55,6
349,449,488,287,296,16352,-704,6320,29.75,-621,-108,53,6
349,449,488,287,296,16412,-612,6584,29.71,-441,-105,207,6
355,455,482,279,291,15992,-312,7000,29.85,-610,-568,-493,6
416,464,480,259,291,15908,-1068,6668,29.75,-855,-717,1552,6
455,487,496,257,292,15792,-3104,8112,29.75,-112,-1423,-997,6
466,485,498,262,294,16956,-1576,5692,29.8,85,-2136,50,6
473,486,499,264,295,16604,-924,6008,29.75,-266,-138,-270,6
475,485,498,265,295,16468,-456,5892,29.89,-254,-55,-22,6
474,484,498,265,296,16392,-656,5908,29.8,-387,-111,-73,6
473,487,498,266,296,16328,-564,6404,29.8,-819,70,177,6
469,480,497,267,298,16248,-1328,6384,29.8,-981,-225,94,6
471,484,497,267,297,16252,-2012,6120,29.85,-1324,-7,-305,6
472,481,497,268,298,16356,-944,6928,29.85,-623,166,-344,6
473,478,497,269,298,16292,-164,6780,29.8,-601,-380,-19,6
473,478,497,269,298,16008,-616,6772,29.8,-891,80,730,6
473,481,497,270,298,16392,-1148,6144,29.8,-520,-78,406,6
464,468,496,271,299,16252,-1460,5836,29.8,-1368,-349,-377,6
421,467,496,271,297,16492,-1196,6048,29.71,-977,-123,-416,6
416,468,496,271,296,16696,-840,5416,29.89,-90,21,4,6
447,478,496,271,296,16708,-932,6048,29.8,-554,149,791,6
451,474,497,271,298,16472,-2164,5612,29.89,-396,8,-102,6
456,472,496,272,298,16668,-1536,5744,29.75,-624,-239,-114,6
458,471,496,272,299,16500,-1348,5828,29.8,-458,-198,154,6
457,470,496,269,297,16724,-848,4992,29.8,-337,-457,120,6
456,467,496,267,294,16096,-1032,5536,29.8,-164,647,-30,6
456,456,495,268,294,16704,-888,5292,29.85,-817,-344,-28,6
457,462,496,269,295,16732,-1060,4632,29.85,-464,-18,-38,6
457,462,495,269,295,16868,-1104,5352,29.8,-745,-274,-11,6
454,469,496,269,296,16092,-2028,5764,29.85,-601,-148,108,6
453,471,496,270,297,16536,-1400,5472,29.85,-706,-305,-98,6
456,470,497,270,297,17208,-1444,5288,29.75,-617,-368,-39,6
457,477,497,271,299,16552,-1152,5408,29.8,-1069,-23,-168,6
458,475,497,272,299,16652,-1052,5508,29.8,-807,-239,6,6
459,473,496,272,298,16688,-1248,5576,29.85,-817,-423,-47,6
459,473,496,272,299,16424,-1220,5660,29.8,-943,-244,-113,6
459,472,496,272,299,16564,-1204,5492,29.89,-670,-175,-70,6
459,471,496,272,299,16620,-1108,5524,29.94,-468,-307,-23,6
459,471,496,272,299,16596,-1096,5576,29.8,-628,-255,19,6
459,470,495,272,299,16652,-1076,5604,29.85,-664,-204,70,6
459,470,495,272,299,16756,-840,5184,29.8,-461,-107,-9,6
459,469,495,272,300,16520,-1268,5668,29.8,-698,-225,-74,6
459,468,495,273,300,16432,-1124,5296,29.89,-722,57,-26,6
459,468,495,273,300,16692,-892,5156,29.85,-638,-252,-162,6
459,468,495,273,300,16576,-1104,5508,29.94,-535,-119,-6,6
459,468,495,273,300,16620,-772,5336,29.8,-564,-258,-19,6
458,468,495,273,300,16628,-1152,5524,29.85,-350,-312,-32,6
459,468,495,273,300,16760,-972,5200,29.8,-680,-246,-180,6
459,468,494,273,300,16628,-952,5548,29.8,-585,-203,-39,6
459,467,494,273,300,16644,-944,5732,29.8,-605,-189,188,6
459,467,494,273,300,16496,-1184,5540,29.8,-618,-302,-34,6
458,466,494,273,300,16716,-1232,5800,29.85,-556,-77,37,6
459,465,494,273,300,16580,-964,5484,29.85,-575,-191,-73,6
459,464,494,273,300,16660,-964,5588,29.85,-746,-130,69,6
458,464,494,273,299,16752,-1548,5272,29.89,-762,-290,92,6
457,456,493,267,296,16884,-1080,5080,29.8,-634,-285,-19,6
457,458,494,268,296,16784,-1220,5264,29.85,-531,-159,196,6
457,459,494,269,297,16768,-1288,4668,29.85,-871,156,84,6
457,458,493,269,297,16740,-1180,4656,29.85,-883,19,50,6
457,459,493,269,297,16692,-1460,5056,29.85,-799,24,-26,6
457,459,493,268,297,16812,-1640,5092,29.85,-606,-190,-34,6
457,458,493,267,297,16768,-1436,5136,29.89,-688,-166,-32,6
457,456,492,267,296,16744,-1608,5140,29.89,-855,-128,-165,6
457,455,492,265,296,16620,-1732,4920,29.8,-573,-224,110,6
457,456,492,265,296,16892,-1468,5108,29.85,-510,-209,43,6
457,456,492,262,291,16776,-1508,4896,29.89,-853,-400,-142,6
455,459,494,265,292,16812,-1272,4684,29.75,-972,-230,-186,6
455,460,493,266,292,16696,-1396,4608,29.85,-857,157,-64,6
455,460,492,266,293,16800,-852,5056,29.94,-846,-428,-40,6
456,460,492,266,294,16556,-1268,5356,29.8,-569,-175,40,6
456,460,492,266,294,16560,-1268,4912,29.8,-616,-246,-117,6
456,460,491,266,294,16736,-1164,4996,29.75,-616,-55,66,6
456,460,491,266,294,16632,-1500,5096,29.89,-473,-129,203,6
456,460,493,266,294,16816,-1608,4704,29.94,-507,126,440,6
455,461,493,265,294,16612,-1988,5456,29.8,-716,-316,-355,6
456,459,492,265,294,16612,-1756,5240,29.85,-667,-183,-61,6
456,458,492,265,294,16836,-1676,5416,29.89,-754,-51,99,6
453,464,494,264,292,16288,-2448,5056,29.75,-1100,244,-189,6
457,456,495,267,295,16572,-2268,5432,29.85,-634,-102,203,6
457,454,494,268,295,16648,-1848,5484,29.85,-927,-410,-384,6
457,453,493,267,295,16540,-2196,5528,29.99,-739,-161,-273,6
457,452,493,268,296,16436,-1956,5628,29.89,-721,-360,-125,6
457,453,493,268,296,16912,-1760,5752,29.85,-528,-680,173,6
456,451,493,266,294,16668,-1792,4448,29.89,-859,-195,28,6
456,453,493,267,294,16728,-1836,5268,29.8,-627,-423,-22,6
457,452,493,267,294,16488,-1892,5064,29.89,-711,-251,-84,6
457,453,494,268,295,16740,-1748,5012,29.89,-579,-357,-48,6
456,453,493,268,295,16788,-1560,5032,29.8,-565,-208,-33,6
457,453,493,268,296,16688,-1704,4916,29.89,-680,-144,39,6
457,452,493,269,296,16800,-1524,4968,29.85,-486,305,251,6
457,452,493,269,296,16684,-1472,5100,29.99,-636,-283,49,6
457,452,492,269,296,16880,-1488,5152,29.8,-462,10,25,6
456,452,491,269,296,16804,-1284,5008,29.8,-777,25,35,6
456,452,491,269,296,16652,-1236,5044,29.85,-647,-180,-139,6
457,450,490,269,297,16596,-1404,5380,29.8,-733,-230,-80,6
457,449,490,269,297,16576,-1424,5148,29.85,-647,-110,37,6
457,449,490,269,297,16792,-1452,5224,29.8,-650,-293,19,6
457,450,491,269,297,16756,-1320,5508,29.85,-556,-193,-34,6
455,452,491,269,296,16840,-1260,5380,29.89,-828,-160,89,6
455,457,493,269,296,16652,-1520,4640,29.89,-602,108,-167,6
456,456,492,269,296,16548,-1600,4700,29.71,-902,-132,-225,6
373,414,464,374,387,-5096,-860,16240,28.06,-658,-211,7,6
373,415,464,374,387,-5052,-788,16252,28.15,-650,-204,-24,6
373,415,464,373,378,-4916,-920,16464,28.11,-416,-481,-200,6
371,416,459,372,376,-4772,-736,16412,28.11,-600,-165,-14,6
371,416,460,372,377,-4736,-692,16344,28.15,-616,-202,-11,6
371,416,459,373,376,-4704,-780,16252,28.06,-620,-230,-60,6
371,416,460,373,377,-4668,-752,16384,28.06,-645,-167,-33,6
371,416,460,372,377,-4712,-716,16484,28.15,-654,-261,5,6
371,416,459,373,376,-4716,-748,16228,28.01,-659,-195,-7,6
371,416,459,373,377,-4712,-828,16324,28.11,-673,-215,-19,6
385,504,508,435,283,14800,-1888,9580,29.47,-667,-211,16,7
384,505,509,435,283,14768,-1728,9380,29.52,-631,-183,-51,7
385,505,509,436,284,14796,-1796,9392,29.33,-715,-265,-28,7
384,505,509,435,283,14748,-1892,9504,29.42,-788,-246,-58,7
383,504,508,435,283,14884,-1916,9744,29.38,-676,-137,10,7
383,504,507,434,282,14832,-1824,9588,29.42,-599,-147,-91,7
383,504,507,434,282,14844,-1860,9584,29.42,-640,-234,46,7
384,504,507,434,283,14864,-1944,9452,29.47,-722,-227,-3,7
383,504,507,434,282,14836,-1764,9504,29.42,-692,-170,-13,7
383,504,507,434,282,14856,-1764,9528,29.47,-783,-215,10,7
382,504,506,433,282,14824,-1960,9468,29.52,-706,-271,-25,7
382,503,507,433,281,14712,-2048,9716,29.42,-673,-228,-74,7
382,503,506,433,282,14824,-1820,9640,29.52,-640,-211,-50,7
382,503,506,433,281,14756,-1816,9552,29.47,-650,-212,18,7
382,503,506,433,282,14840,-1912,9556,29.47,-749,-187,5,7
382,503,506,433,282,14752,-1964,9452,29.47,-695,-201,21,7
382,503,506,433,282,14756,-1976,9448,29.47,-713,-148,-39,7
382,503,506,432,282,14800,-1872,9412,29.38,-737,-242,-9,7
382,503,506,432,281,14696,-1868,9488,29.33,-642,-266,20,7
382,503,506,432,282,14736,-1892,9612,29.52,-742,-242,12,7
382,503,506,433,282,14756,-1840,9444,29.42,-643,-178,-11,7
383,504,507,433,283,14828,-1984,9420,29.38,-736,-222,-14,7
383,504,507,434,284,14792,-2088,9412,29.47,-753,-215,-12,7
384,504,507,434,284,14860,-1976,9468,29.33,-698,-136,-72,7
384,504,508,434,285,14796,-1820,9688,29.57,-711,-267,-23,7
384,505,508,435,286,14792,-1864,9556,29.38,-711,-270,-48,7
385,505,508,434,286,14836,-2052,9452,29.42,-626,-223,43,7
384,504,508,434,286,14832,-2148,9424,29.28,-642,-158,-5,7
385,505,508,435,286,14956,-1908,9484,29.47,-639,-210,-10,7
385,504,508,435,286,14948,-1908,9564,29.38,-780,-211,-40,7
385,505,508,435,286,14952,-1984,9588,29.33,-691,-300,-20,7
386,505,508,435,287,14872,-2100,9252,29.38,-486,-161,7,7
385,505,508,435,287,14836,-2084,9520,29.33,-725,-157,-59,7
387,506,509,436,288,14768,-2020,9516,29.33,-698,-209,-19,7
387,506,510,437,289,14920,-2060,9436,29.28,-691,-255,-38,7
387,506,509,436,289,14856,-2048,9484,29.24,-486,-193,-9,7
387,506,510,436,289,14884,-1928,9388,29.33,-655,-171,18,7
387,506,509,437,289,14764,-2036,9548,29.38,-718,-236,-6,7
387,506,509,437,289,14924,-2160,9304,29.33,-641,-162,-18,7
387,506,509,436,289,14936,-2040,9432,29.28,-663,-277,-42,7
386,505,509,436,288,14772,-2128,9220,29.24,-766,-162,-31,7
386,505,509,436,289,14788,-2140,9396,29.33,-769,-245,-11,7
386,505,509,435,289,14752,-1864,10188,29.24,-710,-1598,680,7
382,501,505,431,283,15212,-4744,7772,29.28,237,-1041,1692,7
381,500,505,431,283,15400,-5060,7032,29.14,-300,86,-451,7
381,498,504,430,282,15288,-5248,7020,29.33,-566,-503,301,7
382,500,505,431,284,15596,-5120,7032,29.19,-782,-175,127,7
383,501,506,433,286,15312,-4904,7240,29.24,-1645,-278,-90,7
384,502,507,433,286,15444,-4820,7208,29.24,-692,-237,177,7
384,502,507,433,286,15248,-5076,7068,29.19,-593,-218,57,7
384,503,507,433,287,15372,-4880,7188,29.14,-672,-192,-68,7
383,501,506,431,285,15288,-4180,7504,29.19,-1181,375,-1833,7
382,500,504,430,284,15440,-3080,7872,29.28,-691,-377,87,7
382,500,504,430,284,15584,-3056,8056,29.19,-523,-193,12,7
382,500,504,430,285,15504,-3056,7744,29.24,-379,-413,214,7
382,499,505,430,284,15260,-3072,8484,29.24,-1010,25,-84,7
382,499,505,430,285,15384,-2788,8448,29.28,-376,-2097,1345,7
383,501,506,431,286,15596,-6172,5932,29.24,-28,-958,364,7
383,501,506,432,287,15288,-6344,6604,29.24,595,1029,-3011,7
375,484,479,218,469,15540,-4216,6868,29.14,4400,-633,-28,7
383,474,492,228,482,15740,-5280,6024,29.24,-777,-693,636,7
383,478,492,233,480,15540,-4992,6416,29.14,-76,432,286,7
383,477,491,235,479,15312,-5168,6180,29.24,-1168,-15,-502,7
383,477,490,237,479,15980,-5132,6216,29.14,-2,-731,463,7
385,468,492,241,480,15336,-6132,5320,29.19,-128,1296,-1084,7
386,478,492,242,479,15476,-5200,7024,29.28,-941,-909,408,7
385,479,492,242,478,16456,-2972,8204,29.24,-782,-379,257,7
386,480,492,243,477,16592,-3460,6820,29.24,-173,607,-154,7
386,480,492,244,478,15764,-4080,6560,29.28,31,-527,1029,7
387,480,492,246,477,15644,-3000,6960,29.24,-700,215,-992,7
387,481,492,247,477,15372,-748,8300,29.28,-196,-444,111,7
386,481,492,247,476,15108,-2088,8588,29.24,-296,-3463,1717,7
388,474,493,248,475,15576,-2828,7808,29.28,2711,-1403,-2537,7
389,472,496,249,473,15996,-2736,6684,29.19,-791,-168,-367,7
389,473,495,250,473,15972,-3096,6572,29.19,-564,-215,-47,7
389,474,496,250,472,16064,-2972,6900,29.28,-373,-139,-4,7
389,475,495,251,472,16016,-2840,7012,29.28,-737,-252,56,7
389,475,496,251,471,15784,-2948,6908,29.24,-696,-296,-52,7
389,476,495,251,471,15984,-3180,6980,29.42,-667,-225,-8,7
389,476,495,251,470,15900,-3204,6812,29.24,-671,-57,-40,7
389,476,495,252,470,15852,-3160,6988,29.24,-723,-289,30,7
389,477,495,252,469,15836,-3352,6916,29.33,-739,-163,-72,7
389,477,495,252,470,15932,-3292,6836,29.28,-612,-234,-79,7
389,477,495,252,469,15860,-3116,6860,29.24,-591,-163,-68,7
389,477,495,253,469,15908,-3300,6976,29.33,-763,-242,103,7
389,478,495,253,469,15788,-3260,7036,29.33,-763,-218,-14,7
389,477,495,254,468,15868,-3308,6828,29.28,-705,-261,-34,7
389,478,495,254,468,15824,-3336,6972,29.28,-607,-178,62,7
389,478,494,255,468,15860,-3256,7016,29.42,-646,-239,79,7
389,478,494,254,467,15768,-3416,6820,29.24,-689,-215,7,7
389,478,494,255,468,15940,-3228,6844,29.38,-701,-152,-19,7
389,478,494,256,467,15884,-3184,7092,29.38,-595,-225,111,7
389,478,494,256,467,15888,-3404,6924,29.33,-633,-147,65,7
389,479,493,257,467,15632,-3452,7180,29.28,-1055,-151,189,7
390,478,492,257,466,16044,-3168,7000,29.38,-317,-116,-382,7
390,478,492,258,466,15948,-2928,6756,29.33,-846,646,-1197,7
390,478,492,258,466,15484,-1248,8368,29.42,-1048,-53,-437,7
391,478,492,259,466,15348,-1388,8496,29.33,-503,74,-362,7
390,476,492,259,465,14992,588,9380,29.33,-646,287,-330,7
389,475,492,260,465,15080,156,8924,29.47,-185,-17,-141,7
337,457,459,396,266,4872,15660,1992,27.64,-912,46,-410,7
337,457,480,398,265,4524,15960,2376,27.73,-340,7,229,7
337,456,479,400,267,4664,15764,1988,27.82,-723,105,-2,7
338,456,478,396,268,4684,15792,2168,27.87,-1365,-766,-595,7
338,456,479,392,268,4736,15408,2864,27.73,-1564,-652,-701,7
338,456,450,395,269,4212,15964,2580,27.87,-815,337,-39,7
338,455,474,393,269,3864,15468,3040,27.82,-784,-432,-146,7
339,455,476,392,269,4008,15692,2808,27.82,-667,-327,-13,7
339,455,433,393,267,3940,16052,2416,27.78,-330,-453,525,7
339,455,457,398,269,3336,15908,3500,27.92,-1003,-267,-408,7
340,455,447,395,270,3564,15596,2980,27.82,-676,-556,30,7
340,455,456,395,270,3768,15692,2580,27.82,-552,-335,71,7
340,455,480,395,271,3584,15604,3024,27.82,-753,-223,18,7
340,454,479,395,271,3436,15748,3128,27.82,-602,-236,88,7
340,453,469,395,272,3364,15660,3108,27.82,-722,-246,-78,7
340,450,453,394,271,3640,15800,2748,27.78,-921,165,-54,7
340,450,441,396,270,3692,16360,2484,27.78,-464,141,190,7
340,447,450,396,272,4196,15820,1304,27.82,-122,-353,-129,7
336,447,450,396,268,4692,17984,-1748,27.82,1740,-1621,-1135,7
336,446,465,396,272,5884,15148,892,27.82,-316,-1559,874,7
338,470,479,395,273,6192,15200,132,27.87,-558,478,-1007,7
328,462,476,394,275,8668,15472,-288,27.82,-493,852,-411,7
334,438,477,393,275,7444,14832,-368,27.82,-228,-459,333,7
332,448,477,393,275,7684,14668,-288,27.92,-550,-499,2,7
329,411,477,393,275,8396,15708,-544,27.87,1955,-1810,2365,7
332,449,451,396,276,9624,14604,-572,27.78,-1767,682,-519,7
339,462,457,403,277,7760,15592,676,27.78,-983,1185,-1704,7
341,450,469,400,279,7612,14620,112,27.78,181,-716,656,7
338,461,469,401,280,8368,14532,-456,27.82,-131,-903,-6,7
307,451,467,399,277,7736,14884,848,27.87,-369,-26,288,7
326,445,468,401,277,7792,14604,344,27.92,-698,-354,-159,7
336,442,470,401,278,7516,14756,768,27.87,-782,-83,-52,7
341,438,471,399,279,7260,14784,632,27.82,-697,-167,-14,7
343,431,470,397,279,7184,14800,816,27.78,-987,-52,-245,7
342,424,470,397,279,7252,14968,300,27.78,-846,-23,-126,7
342,425,470,397,279,6876,14820,532,27.92,-637,-204,127,7
343,419,470,401,278,7016,14948,380,27.87,29,254,204,7
344,421,472,405,279,7508,14856,384,27.73,-843,-314,-235,7
344,433,471,405,281,7504,14892,-348,27.82,-1126,35,-94,7
344,409,470,402,283,7356,14844,116,27.87,-384,-836,361,7
345,420,471,402,282,7572,14964,-36,27.87,-982,623,-508,7
345,436,471,402,281,6556,15124,592,27.78,-713,4,-147,7
345,433,471,399,282,6348,14996,1056,27.82,-821,-215,-174,7
345,434,471,398,282,6644,15124,636,27.73,-830,-98,-115,7
346,435,471,400,283,6636,14968,740,27.78,-500,-494,254,7
347,428,471,397,285,7064,14984,552,27.78,-528,661,-1222,7
347,424,470,395,285,6748,15124,608,27.73,-979,28,-110,7
347,446,471,395,286,6904,15088,316,27.78,-396,-576,380,7
349,442,471,395,287,6556,15228,444,27.68,-434,-530,217,7
349,444,471,393,287,7124,14856,448,27.82,-527,-355,78,7
350,439,471,393,288,7024,14876,568,27.78,-646,-351,-102,7
350,452,471,396,284,6460,14848,444,27.73,-875,-94,-721,7
350,452,468,398,281,6084,15324,828,27.73,-601,-211,-26,7
350,453,466,395,286,6424,15072,1492,27.78,-666,-93,722,7
350,446,461,394,284,5276,15368,1672,27.64,-1421,173,-758,7
350,448,465,397,282,5948,14844,1652,27.73,-1112,-202,-673,7
350,451,466,399,282,5776,15168,1448,27.73,-754,537,-268,7
350,453,466,399,283,6124,15328,1420,27.78,-615,-270,-321,7
351,453,466,397,284,5900,15116,1712,27.78,-563,-223,222,7
351,451,467,396,285,6216,15312,1616,27.78,-628,-335,93,7
351,452,466,399,284,6532,15248,1084,27.68,-771,-12,-94,7
351,451,467,398,284,6268,15296,1280,27.73,-404,-516,334,7
425,458,435,200,385,6896,15128,1264,27.82,-1039,-2324,-1394,7
337,491,464,195,441,9612,13212,-40,27.73,758,-744,4082,7
342,494,471,207,443,13144,9608,-1976,27.64,-1684,537,-237,7
343,469,472,208,441,12416,10640,172,27.68,-243,-279,974,7
342,467,472,212,441,10772,12008,2760,27.82,-1375,4512,797,7
345,473,472,213,428,10900,12736,3644,27.68,-1553,561,121,7
345,448,472,215,423,11204,12288,3848,27.68,-690,-348,21,7
341,385,471,215,421,11252,12264,3776,27.78,-600,-331,310,7
337,414,471,217,420,11424,11828,3432,27.68,-528,-1191,-197,7
337,421,470,222,421,10964,12328,3452,27.68,-427,-996,758,7
335,422,470,221,423,11568,12224,2908,27.59,-557,53,-586,7
343,467,467,217,414,11060,11900,3368,27.59,-752,799,-126,7
343,443,468,225,416,11648,12264,3228,27.68,-444,137,-415,7
348,456,466,226,417,11344,12216,2980,27.59,-544,-103,40,7
350,450,465,228,418,11412,12508,2476,27.68,-712,392,-72,7
351,445,466,229,416,11704,12196,2632,27.68,-131,-211,533,7
351,455,466,230,420,11148,12428,2776,27.59,-746,-639,241,7
349,432,466,231,419,11588,12208,2408,27.59,-403,-467,-43,7
350,438,467,231,420,10992,12680,2716,27.59,-663,-238,133,7
337,439,468,230,420,11008,12356,2800,27.73,-671,110,-106,7
338,441,467,233,420,11260,12396,2548,27.68,-762,-318,111,7
340,416,468,235,419,10236,12936,2128,27.73,-1049,-852,1087,7
341,443,468,235,415,10948,12776,2244,27.68,-430,-225,106,7
342,440,468,233,416,10980,12756,2452,27.64,-543,-645,272,7
342,443,469,235,417,10876,12196,2584,27.73,-456,-85,-312,7
341,443,469,236,416,10852,12572,2604,27.64,-893,-218,-296,7
339,445,469,237,417,11136,12500,2532,27.68,-854,-101,-142,7
338,445,469,238,417,11188,12548,2564,27.64,-620,-235,-6,7
342,445,469,238,416,11144,12448,2384,27.68,-675,-193,38,7
344,445,469,238,417,10988,12584,2468,27.64,-547,-226,168,7
343,446,469,239,416,11244,12584,2712,27.78,-675,-200,-98,7
342,445,469,239,416,11084,12544,2560,27.54,-849,-148,-117,7
341,445,469,240,416,11124,12588,2672,27.59,-615,-290,23,7
342,445,469,240,417,11072,12512,2572,27.73,-692,-131,42,7
343,445,469,240,417,11104,12492,2388,27.73,-704,-272,6,7
343,445,468,240,416,10956,12440,2696,27.64,-646,-196,-22,7
343,445,469,241,416,11056,12528,2528,27.64,-680,-218,78,7
348,445,469,240,417,10804,12656,2772,27.68,-995,236,-644,7
315,457,470,387,262,15236,-952,8888,27.45,-704,-171,13,7
315,457,470,387,262,15208,-1176,8760,27.26,-753,-157,-20,7
316,456,470,387,262,15300,-996,8620,27.31,-668,-271,19,7
316,456,470,387,263,15296,-988,8636,27.26,-614,-119,35,7
316,456,470,388,263,15228,-1040,9120,27.45,-698,-294,50,7
316,456,470,387,263,15232,-1148,8928,27.26,-716,-293,10,7
316,455,470,388,263,15460,-1104,8820,27.21,-694,-321,-90,7
316,455,470,388,263,15432,-780,8640,27.21,-567,-34,86,7
317,455,470,388,263,15328,-936,8604,27.31,-586,-356,-154,7
317,455,470,388,263,15468,-984,8688,27.26,-774,76,142,7
317,455,470,388,264,15336,-1056,8788,27.31,-750,-227,-74,7
317,455,470,388,264,15376,-1052,8564,27.31,-647,-142,-46,7
317,455,470,388,264,15456,-1012,8760,27.21,-623,-239,20,7
317,454,470,388,265,15444,-1216,8768,27.26,-671,-336,-57,7
317,453,470,388,265,15368,-872,8480,27.17,-631,-153,-83,7
317,450,470,388,265,15336,-1116,7964,27.12,-809,193,-381,7
317,450,470,388,266,15172,-1196,9300,27.26,-781,-210,355,7
318,447,469,388,266,15264,-604,8760,27.07,-618,-56,49,7
317,447,469,388,266,15416,-272,8744,27.02,-439,-324,159,7
317,446,469,388,266,15216,-1148,8556,27.07,-827,-331,-37,7
317,447,469,388,266,15392,-1468,7820,27.12,-468,523,-368,7
317,446,469,388,267,15192,-740,9464,27.07,-585,-306,406,7
317,446,469,388,267,15268,-724,8676,27.07,-767,-294,-64,7
317,446,469,388,266,15552,-440,8072,27.02,-180,409,337,7
318,447,469,388,266,15572,-496,8068,27.02,-580,45,-9,7
318,446,469,388,266,15380,-484,8572,26.98,-576,-62,-60,7
317,446,469,388,266,15444,-612,8720,26.93,-690,-216,51,7
317,446,469,388,266,15480,-668,8536,26.98,-794,-331,-42,7
318,446,469,388,266,15504,-736,8452,26.88,-713,-385,-78,7
318,446,469,388,265,15332,-764,8696,26.98,-769,-224,-72,7
318,446,470,388,265,15396,-640,8628,26.88,-708,-177,20,7
318,446,469,388,266,15412,-644,8404,26.84,-608,-167,-7,7
318,447,469,388,265,15372,-804,8592,26.88,-646,-157,-29,7
318,448,470,387,264,15460,-720,8572,26.93,-707,-233,-7,7
318,447,469,387,264,15368,-704,8836,26.93,-713,-154,-48,7
319,447,469,387,265,15328,-624,8700,26.79,-677,-281,45,7
318,447,469,387,265,15180,-852,8796,26.93,-603,-150,-85,7
319,447,469,386,265,15360,-764,8672,26.88,-612,-272,-16,7
319,447,469,386,265,15292,-756,8708,26.88,-682,-234,-9,7
319,447,469,385,265,15424,-764,8936,26.79,-567,-292,-49,7
319,446,469,385,265,15340,-648,8740,26.84,-674,-270,-5,7
319,446,469,385,266,15236,-888,8688,26.88,-733,-240,35,7
319,446,469,385,266,15384,-900,8812,26.84,-723,-206,-100,7
320,446,469,385,266,15276,-952,8812,26.74,-741,-283,16,7
320,446,469,385,266,15372,-912,8544,26.88,-653,-112,3,7
320,446,469,385,266,15288,-744,8812,26.79,-574,-200,-24,7
320,446,469,385,266,15372,-744,8520,26.84,-725,-308,-86,7
320,446,469,385,267,15364,-620,8868,26.88,-656,-31,32,7
320,446,469,385,267,15260,-828,8784,26.93,-671,-245,-46,7
320,446,469,385,267,15200,-876,8812,26.93,-607,-224,9,7
320,446,469,384,268,15224,-720,8828,26.93,-620,-93,-37,7
321,446,468,384,268,15164,-732,8756,26.84,-714,-164,-4,7
321,447,469,384,269,15284,-816,8460,26.79,-655,-109,-7,7
321,447,469,384,269,15344,-812,8792,26.93,-753,-265,46,7
322,448,469,379,268,15364,-836,8724,26.88,-851,-182,-214,7
321,449,469,378,268,15352,-740,8720,26.88,-661,-150,17,7
322,449,469,379,269,15304,-652,8676,26.88,-628,-168,-141,7
322,449,469,384,270,15276,-876,8676,26.79,-557,-131,-12,7
322,448,469,384,270,15300,-552,8900,26.84,-759,-711,-239,7
322,449,469,385,270,15568,-256,8164,26.79,-456,224,-38,7
323,449,469,385,270,15420,-544,8480,26.93,-589,-74,-51,7
322,448,469,385,270,15396,-672,8784,26.88,-656,-237,33,7
323,448,469,385,270,15328,-752,8500,26.74,-644,-304,-62,7
322,450,469,385,271,15396,-452,8504,26.84,-741,-307,-136,7
322,452,469,383,271,15548,-468,7984,26.84,-682,-317,16,7
370,457,458,234,466,16016,-1220,7576,26.84,1167,409,873,7
300,457,466,201,456,16172,-3016,7420,26.74,-477,128,293,7
307,467,466,208,454,15724,-2984,6936,26.79,-1271,-287,450,7
302,467,465,212,456,16252,-2376,6488,26.74,-3262,-1194,57,7
303,465,464,213,454,16080,-2304,6700,26.84,-811,-213,266,7
304,465,465,215,453,16100,-2608,6468,26.79,-487,-193,137,7
302,465,463,216,450,16340,-2664,6512,26.74,-474,-293,22,7
301,464,463,216,449,16252,-2640,6424,26.74,-742,-223,-35,7
299,463,462,216,448,16392,-2956,5768,26.65,-1734,22,-639,7
309,463,459,217,446,15916,-1912,7064,26.74,-620,-82,-940,7
311,463,457,218,445,16112,-2404,6784,26.65,-805,-144,85,7
312,462,457,220,447,16092,-2412,6868,26.55,-647,-124,-69,7
312,455,454,220,446,15968,-2400,7332,26.6,-751,-149,142,7
313,453,453,221,445,15756,-2576,7212,26.6,-605,-235,16,7
312,454,453,220,444,15964,-2672,7088,26.55,-687,-280,2,7
312,454,453,222,444,15852,-2616,7136,26.6,-631,-418,15,7
312,454,453,223,443,15920,-2668,7168,26.51,-727,-303,-126,7
312,454,453,223,442,15896,-2556,6956,26.69,-759,-267,12,7
312,453,453,224,442,15848,-2628,7064,26.46,-751,-243,-2,7
312,452,453,224,441,15812,-2536,7056,26.55,-598,-212,-3,7
311,452,453,224,442,16108,-1556,6800,26.46,87,-690,174,7
311,452,453,225,441,15764,-1768,7720,26.41,-836,-244,519,7
314,452,454,226,442,15764,-2148,7568,26.41,-1102,14,232,7
340,449,455,233,440,15728,-2204,7676,26.46,-892,-120,150,7
339,446,455,235,440,15668,-1960,7960,26.41,-597,157,-82,7
