Thumb,IndexFinger,MiddleFinger,RingFinger,LittleFinger,accelerometer_x,accelerometer_y,accelerometer_z,temperature,gyro_x,gyro_y,gyro_z,Gesture
339,498,381,250,290,10864,8784,10312,29.47,-728,-296,-33,1
339,498,381,251,290,10832,8868,10100,29.52,-885,-265,55,1
339,498,381,251,291,10888,8852,10288,29.47,-673,-186,-32,1
339,498,381,251,291,10924,8908,10472,29.42,-573,-177,69,1
339,498,381,251,291,10984,8696,10124,29.52,-699,-244,26,1
339,498,382,251,291,10800,8840,10264,29.52,-754,-156,57,1
339,498,382,251,291,10732,8956,10144,29.52,-776,-180,-81,1
339,498,381,251,291,10980,8944,10152,29.47,-715,71,-54,1
339,498,382,251,291,10812,8796,10236,29.57,-580,-149,26,1
339,498,382,252,291,10664,8904,10620,29.47,-751,-386,122,1
339,498,382,252,291,10896,9036,10300,29.52,-654,-292,50,1
339,498,382,252,291,10812,9000,10164,29.57,-651,-27,9,1
339,498,382,253,291,10952,8836,10316,29.66,-811,-174,-52,1
340,498,382,254,291,10664,8904,10412,29.52,-722,-157,-58,1
340,498,383,254,292,10844,9152,10336,29.57,-640,-198,46,1
340,498,383,254,292,10980,8636,10220,29.61,-664,-329,82,1
340,498,382,254,292,10844,8812,10460,29.66,-492,-240,114,1
340,498,382,254,292,10748,8648,10268,29.61,-654,-141,32,1
341,498,382,254,292,10836,8640,10376,29.61,-692,-261,61,1
417,327,380,268,283,12476,11196,-2056,29.33,-636,-172,-20,1
416,327,380,268,283,12608,11012,-1808,29.38,-657,-162,39,1
417,327,380,268,283,12544,10724,-1856,29.38,-734,-190,-97,1
416,327,380,268,283,12544,10988,-1712,29.33,-661,-187,152,1
416,327,381,268,283,13116,10356,-2424,29.42,-898,264,-379,1
417,327,380,268,283,12776,10628,-2656,29.42,-767,72,-686,1
416,327,380,269,283,12264,11284,-736,29.52,-807,-810,416,1
416,327,381,268,284,12052,11452,-1188,29.52,-179,2147,-987,1
416,328,381,268,284,11376,12476,-720,29.47,-767,-89,-594,1
416,328,381,269,284,12300,11032,-1476,29.38,-658,-198,-173,1
415,328,381,269,284,11832,11752,-1240,29.42,-649,-299,478,1
415,328,381,269,284,11816,11992,-1260,29.38,-650,-280,-164,1
415,328,381,269,284,11928,11780,-1548,29.33,-667,-124,67,1
415,328,381,269,284,11736,12040,-1480,29.47,-648,-99,-391,1
415,328,381,269,284,11928,11640,-1476,29.42,-598,-121,-107,1
415,328,381,269,284,12420,10828,-1976,29.52,-241,-868,146,1
415,328,381,269,285,12228,11332,-2376,29.42,-816,618,-669,1
415,328,381,269,285,12848,9860,-660,29.47,-700,-890,342,1
415,329,381,269,285,12088,11216,-2020,29.52,-644,170,-572,1
415,328,381,269,285,12036,11756,-912,29.38,-480,-315,690,1
415,329,381,270,285,12060,11380,-1164,29.42,-660,-165,-120,1
404,500,371,266,284,11468,13288,172,29.42,-10687,3277,-1051,1
323,509,355,233,269,10932,8260,10660,29.47,-363,-220,-163,1
331,509,358,238,272,10900,8988,9940,29.47,-222,-215,6,1
336,508,360,240,274,11036,9164,9920,29.47,43,-152,48,1
339,508,362,241,276,11208,9176,9748,29.47,-717,86,-56,1
341,508,362,243,276,11056,9480,9396,29.47,-518,90,4,1
342,508,363,244,277,11116,9456,9312,29.47,-683,-299,22,1
344,508,363,244,277,11092,9496,9312,29.52,-769,54,6,1
344,507,363,244,278,11232,9480,9160,29.42,-909,79,5,1
345,508,363,244,278,11236,9064,9364,29.47,-739,-40,-3,1
346,507,364,244,278,10988,9376,9532,29.42,-792,-73,0,1
346,507,363,245,279,11088,9280,9496,29.42,-699,-241,88,1
347,507,364,246,279,11168,9248,9432,29.47,-727,-49,-31,1
347,506,364,246,279,11136,9052,9712,29.42,-753,-69,-48,1
348,506,364,246,279,11164,9116,9528,29.42,-742,-105,69,1
348,506,365,246,279,11144,8972,9496,29.52,-616,-246,12,1
348,506,365,246,280,11332,9196,9624,29.42,-662,-233,-91,1
349,506,365,247,280,11252,9268,9292,29.52,-759,-18,-51,1
350,506,365,247,280,11300,8976,9516,29.47,-696,-190,32,1
350,506,365,247,280,11276,9092,9360,29.47,-677,-234,-16,1
350,506,366,247,280,11248,9064,9456,29.38,-668,-39,-73,1
350,505,366,247,281,11272,9084,9432,29.52,-791,-92,-23,1
351,506,366,247,281,11252,9244,9660,29.47,-656,-280,0,1
351,505,366,247,281,11412,8960,9544,29.47,-660,-288,-23,1
351,505,366,248,281,11184,8988,9652,29.52,-648,-114,50,1
351,505,366,248,281,11388,8940,9508,29.52,-696,-204,62,1
351,505,367,248,281,11248,9040,9668,29.61,-618,-197,-50,1
351,505,367,248,282,11480,8636,9352,29.52,-776,-260,-20,1
352,505,367,249,282,11004,9040,10060,29.42,-782,-346,166,1
352,505,367,248,282,11292,9052,9460,29.57,-710,-177,16,1
352,505,367,249,282,11420,9100,9432,29.61,-644,-323,-25,1
352,505,367,249,283,11352,9004,9524,29.57,-747,-289,-51,1
352,505,368,249,283,11460,9116,9384,29.52,-745,-221,-28,1
352,505,368,249,283,11436,8920,9424,29.57,-601,-206,-16,1
353,504,368,250,283,11652,8856,8872,29.57,-696,-385,71,1
353,504,368,250,283,11500,8888,9420,29.47,-599,-126,74,1
353,504,368,250,283,11352,9260,9376,29.61,-670,-88,38,1
353,504,368,250,284,11464,9448,9208,29.61,-660,-161,42,1
353,504,368,250,284,11432,9348,9220,29.57,-829,-371,68,1
354,504,368,250,284,11524,9176,8952,29.52,-553,-212,-3,1
354,504,369,250,284,11664,9248,9044,29.52,-731,-136,-233,1
354,504,369,250,284,10992,9664,9300,29.57,-468,-433,-209,1
354,504,369,250,285,11444,8944,9052,29.57,-914,-371,55,1
354,504,369,251,284,11652,9432,8768,29.52,-834,0,45,1
354,504,369,251,285,11728,9156,8940,29.52,-564,-304,24,1
355,504,369,251,285,11568,9232,9016,29.61,-826,-73,61,1
355,504,368,252,285,11492,9272,9084,29.61,-622,-224,50,1
355,504,369,252,285,11780,9184,8876,29.57,-716,-138,-89,1
356,504,369,252,285,11504,9068,9000,29.52,-778,-130,-55,1
356,504,369,252,285,11424,9312,9116,29.52,-655,-424,39,1
356,504,369,252,285,11652,9152,9088,29.57,-662,-256,35,1
356,504,369,252,285,11440,9264,9260,29.57,-828,82,-254,1
356,504,369,252,285,11088,9504,9328,29.38,-689,-203,-72,1
357,504,370,252,286,11108,9516,9028,29.57,-591,-527,37,1
357,504,369,252,286,11248,9520,9080,29.57,-723,-49,-119,1
357,504,369,252,286,10984,9684,9292,29.52,-558,-197,29,1
357,504,369,252,286,11068,9548,9244,29.66,-826,-341,-51,1
357,504,369,253,286,11236,9368,9280,29.57,-747,154,-87,1
357,504,369,253,286,11340,9268,9240,29.57,-684,-352,116,1
358,503,369,253,286,11440,9288,9208,29.61,-758,-210,-61,1
358,503,369,253,286,11404,9144,9324,29.61,-923,113,-212,1
359,502,369,253,286,11208,9292,9540,29.52,-487,306,233,1
359,501,369,253,286,11816,9484,8396,29.61,-671,-555,-215,1
360,499,369,253,286,12080,9200,8452,29.57,-1003,109,-11,1
360,499,369,253,286,11928,9324,8192,29.61,-513,132,87,1
360,499,369,253,286,11556,9748,9448,29.66,-386,-594,529,1
360,499,369,253,286,12496,9024,7988,29.61,-338,367,156,1
360,499,369,253,286,10836,9560,9608,29.61,-738,1670,301,1
361,499,369,253,286,12072,9468,7748,29.57,-273,-1162,-215,1
361,499,369,253,287,10968,9200,9864,29.57,-1280,1168,-420,1
361,498,369,253,286,11376,9756,8804,29.61,-499,-752,162,1
361,498,369,253,287,11716,9348,8580,29.61,-700,102,-110,1
362,498,369,253,286,10880,9752,9224,29.57,-460,860,-173,1
362,497,369,254,287,10620,9200,9724,29.52,-452,-1712,627,1
362,498,370,253,287,11452,9308,8724,29.61,-1041,-231,-585,1
362,497,370,253,287,10792,9664,9652,29.61,-864,-751,-163,1
362,499,371,254,287,11352,9900,8824,29.57,-701,-36,-70,1
362,499,371,254,287,11360,9668,8948,29.57,-654,-53,-116,1
362,499,371,254,287,11408,9484,8964,29.57,-532,-353,101,1
396,401,460,387,388,8772,-4336,14692,28.86,-634,-211,-17,1
396,401,459,387,388,8840,-4316,14744,28.81,-641,-201,-23,1
396,401,459,387,388,8820,-4504,14776,28.81,-648,-211,-1,1
396,401,459,387,388,8856,-4380,14660,28.86,-622,-197,-9,1
396,401,459,387,388,8940,-4368,14576,28.81,-642,-206,-18,1
396,401,459,387,388,8876,-4440,14688,28.86,-659,-219,-46,1
396,401,459,387,388,8808,-4520,14772,28.81,-651,-188,-21,1
396,401,459,387,388,8760,-4400,14804,28.86,-630,-185,-22,1
395,401,459,387,388,8808,-4464,14704,28.77,-640,-214,-29,1
396,401,459,387,389,8796,-4412,14764,28.86,-646,-211,-31,1
396,401,459,387,388,8708,-4460,14856,28.86,-622,-224,-10,1
396,401,460,387,388,8800,-4380,14604,28.86,-648,-213,-26,1
396,401,459,387,388,8780,-4408,14848,28.81,-610,-218,-19,1
396,401,459,387,388,8688,-4404,14840,28.86,-656,-224,4,1
396,401,459,387,388,8916,-4512,14676,28.81,-653,-201,-25,1
396,401,459,387,388,8896,-4316,14784,28.77,-689,-240,-26,1
396,401,459,387,388,8772,-4408,14732,28.81,-649,-185,-29,1
396,402,459,387,388,8840,-4424,14676,28.77,-656,-199,-30,1
396,401,459,387,388,8852,-4400,14624,28.72,-623,-216,-2,1
396,401,459,387,388,8832,-4396,14612,28.91,-659,-229,7,1
396,401,459,387,388,8928,-4312,14656,28.77,-622,-208,-14,1
396,401,459,387,388,8868,-4396,14832,28.81,-631,-200,-29,1
396,401,459,387,388,8828,-4304,14736,28.86,-629,-208,0,1
396,401,459,387,388,8828,-4392,14820,28.81,-627,-217,-5,1
396,401,459,387,388,8908,-4288,14728,28.77,-650,-222,-37,1
396,401,460,386,388,8788,-4388,14700,28.91,-640,-222,-16,1
396,402,459,387,388,8952,-4400,14872,28.81,-659,-190,-40,1
396,402,459,387,388,8852,-4300,14700,28.81,-655,-227,-18,1
396,402,459,386,388,8868,-4400,14724,28.86,-630,-203,-21,1
396,402,459,386,388,8852,-4324,14656,28.77,-641,-210,-1,1
396,402,459,386,388,8848,-4392,14824,28.86,-635,-211,-14,1
396,402,459,387,388,8912,-4404,14868,28.77,-619,-197,-22,1
397,401,459,386,388,8856,-4284,14700,28.81,-649,-216,-37,1
396,402,459,386,388,8788,-4152,14668,28.86,-635,-235,-13,1
396,402,459,386,388,8872,-4336,14696,28.67,-646,-194,-16,1
396,402,460,386,388,8780,-4400,14660,28.77,-665,-196,2,1
396,402,459,386,388,8892,-4372,14604,28.72,-659,-189,-32,1
396,402,459,386,388,8772,-4536,14740,28.81,-638,-184,-14,1
396,401,459,386,388,8824,-4416,14820,28.81,-641,-221,-23,1
396,402,459,386,388,8804,-4352,14616,28.86,-640,-186,-44,1
396,401,459,386,388,8792,-4432,14712,28.77,-661,-223,-1,1
396,402,459,386,388,8820,-4372,14704,28.67,-641,-206,-17,1
398,403,460,387,392,7912,-4140,15016,28.72,2792,6993,2307,1
420,432,476,400,415,-7092,6544,14176,28.81,1422,2138,634,1
414,438,475,392,418,-8744,11604,8212,28.72,1922,694,-1190,1
444,464,471,392,414,-6000,13368,-4568,28.72,3752,-6138,10691,1
441,452,466,386,403,-8312,17376,6092,28.86,-8134,16708,-1087,1
363,435,456,383,351,-27268,3620,23696,28.72,32767,-8481,-3430,1
408,473,467,385,361,-2784,14840,-4696,28.77,-12592,8719,-13358,1
423,354,420,339,360,-284,9608,-9892,28.72,11472,-14138,3225,1
420,399,446,361,354,6356,12740,-6600,28.62,-6791,2843,-3724,1
424,372,440,354,356,1432,15164,-1236,28.62,948,-2375,-2040,1
423,355,430,348,357,-6244,15408,4356,28.77,-1507,-2062,5461,1
370,265,328,221,256,8636,8776,12940,28.72,-1802,2691,1579,1
330,294,379,276,329,6280,4892,16456,28.67,2734,-13566,-7269,1
356,268,325,215,225,14804,3196,4812,28.81,1258,247,1126,1
428,349,399,297,333,13664,2796,9136,28.62,-8218,1749,-6106,1
435,371,408,323,335,10396,4768,10796,28.67,1374,573,46,1
391,323,370,272,334,12240,-252,12984,28.72,-1074,-1246,643,1
355,298,357,255,297,15408,-716,9380,28.72,-1877,-215,1805,1
369,311,371,263,311,15816,-4332,4380,28.58,3172,-791,-289,1
370,299,401,291,354,16704,-4236,5364,28.67,-122,-482,-1230,1
351,297,354,235,253,15724,732,8920,28.67,12526,-3832,2167,1
309,295,359,242,267,17224,2128,4628,28.72,-1291,86,-2341,1
340,321,385,261,286,15396,-1904,6748,28.62,-5090,1522,97,1
413,346,401,298,342,16228,-2232,6192,28.67,-4389,-2300,6981,1
361,328,397,288,334,15208,-2872,8800,28.67,-1234,238,-3,1
364,329,398,288,332,15180,-2844,8564,28.62,-155,-598,-522,1
365,331,398,289,331,15116,-2756,8880,28.77,-627,303,196,1
365,331,398,289,331,14860,-2292,9200,28.67,-1131,115,287,1
365,331,399,289,330,14816,-2244,9260,28.58,-823,604,15,1
355,315,392,281,293,15580,-2180,8440,28.62,-594,-2130,40,1
321,310,369,258,283,16268,-192,6704,28.58,-1255,3,400,1
334,318,375,260,277,16480,80,6912,28.67,-2083,-158,-311,1
338,321,378,260,280,16304,-1208,6664,28.72,-796,-785,236,1
327,303,357,237,253,17392,3936,4316,28.58,113,-1038,-281,1
349,320,367,249,266,16244,556,6340,28.77,-11188,2377,-4327,1
359,322,372,256,275,15892,-3828,8012,28.67,-4528,-2435,1081,1
359,324,374,257,277,16756,1200,4900,28.62,1514,-558,-2591,1
362,327,377,262,282,16488,520,5900,28.72,-473,-51,90,1
360,333,383,269,296,17040,1292,5996,28.62,-493,976,-1096,1
371,352,403,288,315,16512,1676,5924,28.67,-1050,-925,-453,1
379,352,402,289,313,16512,1488,5840,28.62,-1382,875,-395,1
402,373,421,316,346,15640,2268,6032,28.62,-2734,674,-31,1
380,308,381,271,315,16004,-968,6980,28.58,1426,-510,493,1
369,293,367,252,293,15800,-1604,7476,28.67,-1648,-343,-238,1
393,306,377,265,310,17036,700,6108,28.62,193,-1722,-3476,1
438,334,394,296,340,15432,5764,6296,28.67,-637,-489,400,1
370,320,383,264,297,15876,-388,6624,28.67,-1503,431,-219,1
369,315,373,249,274,16080,-716,7760,28.62,-945,-287,51,1
378,319,371,254,259,16072,-3264,6416,28.53,450,-554,257,1
393,334,389,278,278,15836,-3488,6112,28.67,-1231,-524,-96,1
389,335,397,286,295,16512,-3412,5564,28.58,-694,-157,147,1
378,332,396,284,294,15504,200,8188,28.58,376,2977,-2774,1
373,329,392,279,292,15368,3204,8856,28.62,514,-2029,1610,1
383,331,390,276,281,15348,-4860,3088,28.62,-13685,1597,-192,1
379,326,382,267,272,16520,596,5256,28.72,-1884,-1759,517,1
379,330,386,272,280,15604,228,8336,28.62,-2549,324,101,1
370,330,389,270,282,15608,-304,8024,28.72,-423,-236,67,1
380,334,391,273,282,15500,-336,7992,28.77,-1659,1541,-203,1
372,417,461,380,388,-5232,-856,16200,27.87,-655,-224,-26,1
372,417,461,379,389,-5184,-836,16132,27.82,-640,-201,-3,1
372,417,460,379,388,-5200,-924,16048,27.87,-604,-234,-7,1
372,417,460,379,388,-5208,-948,16216,27.87,-633,-258,-2,1
372,417,459,379,388,-5088,-876,16040,27.92,-613,-115,-51,1
372,416,452,378,389,-5224,-836,16164,27.97,-671,-210,-41,1
372,416,445,378,388,-5116,-844,16172,27.97,-584,-333,42,1
372,416,443,378,388,-5240,-564,16252,27.87,-570,-202,87,1
372,416,443,378,388,-5200,-968,15968,27.97,-722,-79,-77,1
373,416,441,378,388,-5216,-836,16116,27.92,-657,-212,2,1
360,474,374,279,286,15464,-808,8732,28.95,-593,-195,-16,2
360,474,374,280,286,15336,-612,8532,28.81,-753,-247,-17,2
360,475,374,280,286,15312,-780,8616,28.86,-693,-151,-23,2
360,475,374,280,286,15404,-764,8548,28.95,-684,-192,-45,2
359,475,374,280,286,15376,-680,8572,28.77,-603,-67,7,2
360,475,374,280,286,15472,-892,8560,28.95,-683,-245,9,2
360,475,374,280,286,15288,-768,8656,28.95,-732,-279,12,2
360,471,375,280,286,15468,-768,8376,28.95,-344,76,341,2
360,459,375,280,286,15408,-628,8716,28.95,-465,-83,-14,2
360,463,375,280,287,15332,-956,8676,28.95,-784,-412,-52,2
360,472,375,280,287,15464,-732,8728,28.95,-641,-311,24,2
360,477,375,280,287,15316,-892,8600,29,-575,-191,19,2
360,481,375,280,287,15436,-632,8568,29,-598,-292,10,2
360,483,375,280,287,15476,-852,8784,29.05,-629,-157,2,2
360,483,375,281,287,15420,-908,8528,28.91,-711,-245,-8,2
360,483,375,281,287,15392,-764,8500,28.95,-696,-94,49,2
360,483,375,281,287,15464,-804,8492,29,-688,-172,-25,2
360,483,375,281,287,15384,-812,8652,29.09,-637,-184,-31,2
360,483,375,281,287,15380,-876,8688,28.95,-547,-183,-133,2
360,483,375,281,287,15464,-820,8544,29,-682,-169,36,2
360,483,375,281,287,15392,-836,8472,29,-681,-230,2,2
360,483,375,281,287,15440,-924,8596,29.05,-730,-166,14,2
360,483,375,281,287,15452,-896,8588,28.95,-583,-103,-18,2
360,483,375,281,287,15404,-784,8624,28.95,-802,-216,11,2
360,482,375,282,287,15432,-876,8536,29,-751,-142,-53,2
360,482,375,281,287,15472,-780,8604,29.05,-679,-252,-32,2
361,482,375,281,288,15396,-848,8680,29,-587,-158,-47,2
360,480,376,281,288,15460,-880,8496,29,-657,-226,42,2
360,478,376,282,288,15520,-676,8576,29.05,-699,33,-5,2
360,492,512,277,307,15620,-2800,7656,29.05,-1696,-1080,-897,2
361,493,512,277,307,15956,-1624,6900,29,-906,94,-493,2
359,500,511,278,309,15428,2988,8280,29.05,-1821,35,-815,2
353,500,510,279,308,15676,2032,8304,29.05,1272,46,1258,2
357,501,510,279,309,15244,2192,8820,29.05,-767,-268,156,2
355,502,510,280,309,15636,1672,7672,29,-573,-224,180,2
356,499,510,279,309,15728,1732,7736,28.95,-795,-188,-2,2
356,498,509,280,310,15632,1572,7944,29.19,-704,-152,35,2
356,498,509,280,309,15728,1720,7856,29.05,-590,-167,55,2
356,494,509,280,309,15492,2092,8480,29.05,-495,-10,37,2
357,491,509,280,309,15276,2052,8468,29.09,-600,-145,6,2
357,493,509,280,309,15172,1852,8504,29.09,-648,-265,-46,2
357,493,509,280,309,15332,2040,8616,29.05,-611,-219,93,2
358,490,508,280,309,15364,1924,8452,29.14,-677,-235,-8,2
358,490,508,280,310,15396,1676,8160,29,-741,-203,-33,2
357,487,508,281,309,15140,1604,8696,29.14,-1225,-1113,317,2
357,462,508,281,309,15536,1136,7856,29.14,-634,-422,-442,2
357,477,508,281,309,15528,1708,7796,29.09,-646,-94,-264,2
357,476,508,281,310,15472,1544,8040,29.09,-628,-67,-21,2
357,492,507,281,309,15580,1820,8252,29.14,-726,-187,50,2
357,494,508,281,310,15528,1440,8052,29.14,-795,-389,-149,2
357,494,507,281,310,15288,1704,8632,29,-688,-222,-7,2
357,494,507,281,310,15272,1476,8256,29.14,-588,-114,-24,2
357,494,507,281,310,15332,1760,8708,29.09,-528,-234,30,2
357,495,507,281,309,15328,1820,8428,29.09,-589,-85,26,2
357,494,507,281,309,15448,1772,8340,29.14,-564,-117,-133,2
357,494,507,282,310,15336,1796,8300,29.14,-706,-314,13,2
357,494,507,282,310,15212,1712,8784,29.09,-784,-263,26,2
357,494,507,282,310,15472,1812,8296,29.24,-433,172,-137,2
357,494,506,282,310,15336,1268,8284,29.09,-557,-192,158,2
357,494,507,282,310,15308,1948,8424,29.24,-557,-116,76,2
357,494,507,282,310,15356,1576,8296,29.19,-597,-137,68,2
357,494,506,282,310,15356,2012,8256,29.14,-692,-308,-174,2
357,493,506,282,311,15408,1912,8588,29.14,-739,-295,-70,2
357,491,506,282,311,15576,1972,8080,29.14,-659,-220,-136,2
357,488,506,282,311,15460,1308,8232,29.19,-1328,-389,19,2
358,481,506,283,311,15172,1676,8892,29.24,-932,-417,-161,2
358,484,506,283,311,15308,1712,8448,29.14,-897,-372,77,2
359,480,506,283,311,15272,1476,8700,29.14,-724,-181,49,2
359,488,506,283,311,15224,1648,8644,29.19,-780,-75,-31,2
359,491,506,284,311,15284,1428,8508,29.19,-660,-220,-84,2
359,490,506,283,311,15264,1564,8772,29.24,-768,-278,-83,2
360,489,506,284,312,15316,1560,8620,29.05,-811,-89,-64,2
359,488,506,284,311,15304,1956,8848,29.24,-257,-153,197,2
360,487,506,284,311,15280,1664,8800,29.24,-485,40,116,2
360,485,506,284,312,15480,1264,8708,29.19,-968,-704,478,2
359,504,505,284,312,15764,4,8284,29.19,-453,-210,73,2
360,505,505,285,311,15712,-448,8172,29.14,-659,-219,-163,2
360,505,505,284,311,15584,-468,8216,29.33,-701,-149,116,2
361,505,505,284,312,15540,-292,8260,29.28,-637,-44,-5,2
361,506,505,285,311,15488,-496,8172,29.24,-555,-170,-1,2
361,504,505,285,311,15544,-416,8156,29.19,-697,-248,-93,2
361,492,505,285,311,15580,-532,8260,29.24,-579,-157,-67,2
361,494,505,285,312,15756,-104,8300,29.19,-607,-517,66,2
361,497,505,285,312,15532,-64,8280,29.19,-952,-198,-192,2
361,489,505,285,311,15200,56,9044,29.28,-965,-168,-52,2
361,489,505,285,312,14852,536,9684,29.28,-569,-309,277,2
361,489,505,286,312,15196,440,8700,29.38,-575,-249,-52,2
361,486,504,286,311,15316,216,8792,29.14,-669,-163,66,2
361,488,504,285,311,15276,84,9024,29.28,-700,-251,-23,2
361,487,505,285,311,15224,124,8888,29.24,-600,-187,-2,2
361,484,505,285,311,15148,52,8748,29.28,-637,-114,-39,2
361,487,505,285,312,15288,180,8872,29.24,-638,-202,-32,2
361,480,505,286,312,15256,344,8880,29.28,-712,-271,-82,2
361,488,504,286,311,15276,76,8792,29.28,-715,-221,-49,2
361,488,505,286,311,15316,444,9076,29.33,-423,-104,201,2
361,489,505,285,312,15472,112,8640,29.24,-601,-139,-62,2
361,490,504,286,312,15400,36,8768,29.33,-632,-139,-44,2
361,488,504,286,312,15448,-76,8656,29.33,-694,-199,41,2
361,486,504,286,312,15368,-120,8508,29.33,-636,-166,27,2
362,485,504,286,312,15412,-192,8580,29.33,-653,-128,10,2
318,494,352,258,290,6868,6804,14652,27.35,-709,350,290,2
317,494,352,258,290,7332,7024,14196,27.49,-855,-401,13,2
318,495,352,258,290,7108,7368,14356,27.45,-771,-1014,228,2
319,496,352,258,291,10936,4852,12960,27.45,495,-4489,529,2
311,491,337,260,292,13044,3692,11136,27.31,-1125,-684,1491,2
310,495,352,259,288,14340,5388,8764,27.45,-758,1608,434,2
312,495,349,259,289,14408,4248,9000,27.49,-1183,21,-2157,2
313,495,346,259,289,13512,4968,7276,27.4,-324,-933,1091,2
313,494,347,260,289,13712,4528,9440,27.49,-376,-224,-80,2
312,493,348,259,290,13960,5256,8896,27.54,-712,-803,-553,2
313,494,350,259,290,14920,5676,8748,27.4,-446,-432,390,2
312,497,350,258,288,14644,4988,8212,27.45,-505,-163,-118,2
312,496,347,259,288,14532,5420,8000,27.45,-356,-257,-47,2
313,494,347,259,288,14736,7204,7572,27.45,-961,-1203,118,2
324,501,500,263,307,12620,1476,7652,27.45,-2524,489,858,2
324,505,502,265,310,12568,3684,11448,27.49,-738,342,-317,2
327,505,502,266,310,14628,6064,14292,27.54,1299,1507,670,2
330,503,501,266,309,12112,7400,10696,27.49,-175,-1559,-1733,2
323,506,497,267,309,14804,7672,11376,27.45,913,1912,-4204,2
338,504,501,267,307,7948,6296,8912,27.45,-4332,-2897,1820,2
341,504,491,267,309,11720,7716,11408,27.49,173,-455,-204,2
343,501,489,268,311,11072,7028,11432,27.49,-521,-1051,971,2
340,504,499,268,311,10688,7944,11056,27.54,20,-970,342,2
333,505,498,266,311,11240,9132,9388,27.59,17,-228,-150,2
338,471,496,267,312,10448,6944,13172,27.64,-9757,1528,-2477,2
341,483,497,267,312,11384,7320,11000,27.59,-1569,929,-563,2
341,498,497,268,313,10936,7064,10708,27.64,-226,-666,18,2
344,502,497,269,314,10916,7268,11180,27.68,-673,120,105,2
344,502,497,269,314,11452,7384,10860,27.64,-1228,-1292,196,2
342,502,497,269,314,11600,7624,10832,27.68,-734,-213,-226,2
340,502,497,269,314,11068,7564,10868,27.64,-953,-423,-48,2
341,502,497,269,314,10996,7680,11416,27.64,-1003,-763,208,2
341,502,496,270,314,10856,7636,10904,27.68,-377,-162,39,2
340,502,496,270,314,11360,8116,10572,27.73,-817,300,-428,2
340,502,496,270,314,10912,7792,10964,27.78,-472,-135,-175,2
339,502,496,270,314,10768,8156,11232,27.73,-444,-269,-145,2
338,502,496,269,314,11076,7812,11116,27.68,-584,-29,-16,2
338,502,496,269,314,10596,7924,11036,27.68,-710,-50,-206,2
337,502,496,269,314,10572,7916,11372,27.73,-778,-203,16,2
337,502,495,270,314,10832,7864,11280,27.68,-598,-251,28,2
337,502,495,270,315,9616,7756,11068,27.78,17,-766,476,2
337,502,495,270,314,10036,7956,10848,27.87,-865,-125,-298,2
337,502,495,270,314,10804,8280,10800,27.73,-664,-188,-69,2
337,502,494,270,314,11084,8272,10844,27.78,-319,-451,-245,2
337,502,494,270,315,10756,8788,10760,27.78,-432,-617,143,2
337,502,494,270,315,10488,8116,11428,27.87,-636,199,-248,2
337,502,493,270,315,10380,8232,11476,27.82,-477,-75,32,2
305,501,490,270,315,11068,8132,10772,27.87,-31,-1976,759,2
316,501,482,270,314,11644,8328,7648,27.92,81,-2450,4294,2
335,501,480,270,314,13632,7576,7940,27.92,-1240,8,64,2
336,500,479,270,314,13024,10396,9532,27.92,409,-3079,-3191,2
335,500,480,270,314,13652,8112,6980,27.82,-770,-354,58,2
335,500,480,270,314,13612,9300,6576,27.82,-4777,4168,-1300,2
336,500,477,270,314,12844,7884,8836,27.87,-534,313,-322,2
336,500,477,271,314,12864,8016,8780,27.87,-983,-440,-83,2
336,500,476,271,315,12940,7708,8516,27.92,-676,-406,-16,2
337,501,475,270,315,13104,8236,8632,27.92,-527,116,215,2
337,500,476,270,315,12856,7792,8544,27.92,-874,-321,-62,2
337,500,459,270,315,12572,7732,8784,27.87,-780,-231,-80,2
337,500,463,270,315,12744,7968,8696,27.92,-743,-188,55,2
335,499,452,269,312,11620,11564,6428,28.01,-822,858,1327,2
334,495,484,269,313,12716,10444,4424,27.97,-1165,-239,-261,2
335,498,482,269,314,11628,10296,6300,27.82,-593,-595,230,2
331,494,464,269,314,12632,10004,5816,27.92,-1338,518,2336,2
325,499,476,263,314,13648,9656,6480,28.06,-744,-73,-1113,2
328,499,471,272,315,15448,9052,5348,28.06,-3225,3333,1243,2
337,499,481,272,315,14416,8228,5900,27.87,291,-837,-253,2
337,499,483,272,316,14008,8036,6000,28.11,-723,289,-149,2
338,499,492,273,316,13808,8236,6140,27.97,-612,-152,-161,2
338,499,485,273,315,13864,8076,6288,28.01,-542,-18,311,2
337,499,486,273,315,13752,8280,6252,27.97,-832,-288,-203,2
338,499,486,273,316,13772,8368,6388,28.01,-888,39,310,2
338,499,474,273,316,13808,9152,6028,27.97,-1152,-385,-609,2
338,499,475,273,316,13336,8200,6660,28.01,-525,59,98,2
338,499,472,273,316,13448,8416,6996,27.97,-931,-781,-201,2
338,499,472,273,316,13556,8372,6636,28.15,-642,-77,16,2
338,499,473,273,316,13560,8348,6772,27.97,-694,-154,-28,2
338,499,473,274,316,13520,8284,6784,28.06,-645,-112,79,2
338,499,476,273,316,13484,8336,6888,27.97,-533,-167,20,2
339,498,483,273,316,13284,8236,7088,28.06,-769,-202,18,2
339,498,488,274,316,13552,8388,7200,28.06,-690,-378,-16,2
339,498,488,274,316,13336,8392,7116,28.01,-705,-264,-80,2
